name,status,url,docs,src,kind,rel_name,rel_url_charmhub,rel_url_schema,description
kratos_registration_webhook,,https://charmhub.io/kratos/libraries/kratos_registration_webhook,,,Charmhub,,,,
auth_proxy,,https://charmhub.io/oauth2-proxy-k8s/libraries/auth_proxy,,,Charmhub,auth_proxy,https://charmhub.io/integrations/auth_proxy,https://github.com/canonical/charm-relation-interfaces/tree/main/interfaces/auth_proxy/v0,
forward_auth,,https://charmhub.io/oauth2-proxy-k8s/libraries/forward_auth,,,Charmhub,forward_auth,https://charmhub.io/integrations/forward_auth,https://github.com/canonical/charm-relation-interfaces/tree/main/interfaces/forward_auth/v0,
kubernetes_manifests,,https://charmhub.io/resource-dispatcher/libraries/kubernetes_manifests,,,Charmhub,,,,
tempo_api,,https://charmhub.io/tempo-coordinator-k8s/libraries/tempo_api,,,Charmhub,tempo_api,https://charmhub.io/integrations/tempo_api,,
alertmanager_remote_configuration,,https://charmhub.io/alertmanager-k8s/libraries/alertmanager_remote_configuration,,,Charmhub,alertmanager_remote_configuration,https://charmhub.io/integrations/alertmanager_remote_configuration,,
parca_scrape,,https://charmhub.io/parca-k8s/libraries/parca_scrape,,,Charmhub,parca_scrape,https://charmhub.io/integrations/parca_scrape,,
grafana_metadata,,https://charmhub.io/grafana-k8s/libraries/grafana_metadata,,,Charmhub,grafana_metadata,https://charmhub.io/integrations/grafana_metadata,,
grafana_auth,,https://charmhub.io/grafana-k8s/libraries/grafana_auth,,,Charmhub,grafana_auth,https://charmhub.io/integrations/grafana_auth,https://github.com/canonical/charm-relation-interfaces/tree/main/interfaces/grafana_auth/v0,
matrix_auth,,https://charmhub.io/synapse/libraries/matrix_auth,,,Charmhub,matrix_auth,https://charmhub.io/maubot/integrations#matrix-auth,,"The Charmhub interfaces page doesn't load, this link is to a charm that uses the interface."
object_storage,,https://charmhub.io/s3proxy-k8s/libraries/object_storage,,,Charmhub,s3,https://charmhub.io/integrations/s3,https://github.com/canonical/charm-relation-interfaces/tree/main/interfaces/s3/v0,
sdcore_management,,https://charmhub.io/sdcore-webui-k8s/libraries/sdcore_management,,,Charmhub,sdcore_management,https://charmhub.io/integrations/sdcore_management,https://github.com/canonical/charm-relation-interfaces/tree/main/interfaces/sdcore_management/v0,
cloud_config_provider,,https://charmhub.io/grafana-cloud-integrator/libraries/cloud_config_provider,,,Charmhub,grafana_cloud_config,https://charmhub.io/integrations/grafana_cloud_config,,
pushgateway,,https://charmhub.io/prometheus-pushgateway-k8s/libraries/pushgateway,,,Charmhub,pushgateway,https://charmhub.io/prometheus-pushgateway-k8s/integrations#push-endpoint,,"The Charmhub interfaces page doesn't load, this link is to a charm that uses the interface."
cloudflared_route,,https://charmhub.io/cloudflare-configurator/libraries/cloudflared_route,,,Charmhub,cloudflared_route,https://charmhub.io/integrations/cloudflared_route,https://github.com/canonical/charm-relation-interfaces/tree/main/interfaces/cloudflared_route/v0,
database_requires,legacy,https://charmhub.io/data-platform-libs/libraries/database_requires,,,Charmhub,,,,Documented as deprecated.
glauth_auxiliary,,https://charmhub.io/glauth-utils/libraries/glauth_auxiliary,,,Charmhub,glauth_auxilary,https://charmhub.io/integrations/glauth_auxiliary,,
loadbalancer_interface,,https://pypi.org/project/loadbalancer-interface/,https://github.com/juju-solutions/loadbalancer-interface/blob/main/docs/api.md,https://github.com/juju-solutions/loadbalancer-interface,PyPI,loadbalancer,,,
ops-lib-mysql,legacy,https://pypi.org/project/ops-lib-mysql/,,https://github.com/canonical/ops-lib-mysql,PyPI,mysql,,,"Modern charms should use the ``mysql_client`` interface, using the ``data_interfaces`` lib from ``data-platform-helpers``."
ops-lib-pgsql,legacy,https://pypi.org/project/ops-lib-pgsql/,,https://github.com/canonical/ops-lib-pgsql,PyPI,pgsql,,,"Modern charms should use the ``mysql_client`` interface, using the ``data_interfaces`` lib from ``data-platform-helpers``."
ops.interface_kube_control,,https://pypi.org/project/ops.interface-kube-control/,,https://github.com/charmed-kubernetes/interface-kube-control,PyPI,kube-control,,,
data_interfaces,,https://charmhub.io/data-platform-libs/libraries/data_interfaces,,https://github.com/canonical/data-platform-libs,Charmhub,etcd_client,https://charmhub.io/integrations/etcd_client,https://github.com/canonical/charm-relation-interfaces/tree/main/interfaces/etcd_client,Database charms from the Data Platform Team recommend using the generic ``data_interfaces`` lib from the ``data-platform-libs`` charm to implement that database charm's interface.
data_interfaces,,https://charmhub.io/data-platform-libs/libraries/data_interfaces,,https://github.com/canonical/data-platform-libs,Charmhub,mysql_client,https://charmhub.io/integrations/mysql_client,https://github.com/canonical/charm-relation-interfaces/tree/main/interfaces/mysql_client,Database charms from the Data Platform Team recommend using the generic ``data_interfaces`` lib from the ``data-platform-libs`` charm to implement that database charm's interface.
data_interfaces,,https://charmhub.io/data-platform-libs/libraries/data_interfaces,,https://github.com/canonical/data-platform-libs,Charmhub,mongodb_client,https://charmhub.io/integrations/mongodb_client,https://github.com/canonical/charm-relation-interfaces/tree/main/interfaces/mongodb_client,Database charms from the Data Platform Team recommend using the generic ``data_interfaces`` lib from the ``data-platform-libs`` charm to implement that database charm's interface.
data_interfaces,,https://charmhub.io/data-platform-libs/libraries/data_interfaces,,https://github.com/canonical/data-platform-libs,Charmhub,opensearch_client,https://charmhub.io/integrations/opensearch_client,https://github.com/canonical/charm-relation-interfaces/tree/main/interfaces/opensearch_client,Database charms from the Data Platform Team recommend using the generic ``data_interfaces`` lib from the ``data-platform-libs`` charm to implement that database charm's interface.
data_interfaces,,https://charmhub.io/data-platform-libs/libraries/data_interfaces,,https://github.com/canonical/data-platform-libs,Charmhub,postgresql_client,https://charmhub.io/integrations/postgresql_client,https://github.com/canonical/charm-relation-interfaces/tree/main/interfaces/postgresql_client,Database charms from the Data Platform Team recommend using the generic ``data_interfaces`` lib from the ``data-platform-libs`` charm to implement that database charm's interface.
lego_client,legacy,https://charmhub.io/lego-base-k8s/libraries/lego_client,,https://github.com/canonical/lego-base-k8s-operator,Charmhub,tls_certificates,https://charmhub.io/integrations/tls_certificates,https://github.com/canonical/charm-relation-interfaces/tree/main/interfaces/tls_certificates/v1,Legacy charm library used to implement the provider side of the ``tls-certificates`` interface.
